date,binary_mean,binary_squared_mean,binary_sqrt_mean,prob_mean,prob_squared_mean,prob_sqrt_mean
9/29/2020,-0.244,-0.057,-0.303,-0.152,-0.039,-0.198
9/30/2020,-0.053,0.001,-0.07,0.063,0.124,0.033
10/1/2020,0.259,0.171,0.284,0.233,0.197,0.238
10/2/2020,-0.215,-0.341,-0.133,-0.163,-0.19,-0.132
10/3/2020,-0.189,-0.203,-0.122,0.09,0.128,0.085
10/4/2020,-0.13,-0.421,-0.009,-0.128,-0.306,-0.054
10/5/2020,-0.147,-0.058,-0.182,-0.142,-0.135,-0.127
10/6/2020,0.117,0.148,0.133,0.158,0.179,0.165
10/7/2020,0.181,0.22,0.174,0.09,0.092,0.086
10/8/2020,0.164,0.245,0.118,0.122,0.133,0.115
10/9/2020,0.011,0.021,-0.007,-0.006,-0.002,-0.02
10/10/2020,-0.251,-0.232,-0.262,-0.047,0.019,-0.086
10/11/2020,-0.083,-0.024,-0.097,-0.091,-0.116,-0.074
10/12/2020,0.26,0.288,0.212,0.203,0.223,0.176
10/13/2020,0.124,0.14,0.113,0.141,0.188,0.119
10/14/2020,0.139,0.146,0.162,0.171,0.153,0.191
10/15/2020,0.27,0.288,0.289,0.189,0.202,0.183
10/16/2020,0.362,0.347,0.381,0.201,0.192,0.21
10/17/2020,0.244,0.263,0.263,0.133,0.12,0.15
10/18/2020,0.384,0.416,0.393,0.29,0.351,0.281
10/19/2020,0.056,0.259,-0.029,0.022,0.16,-0.019
10/20/2020,-0.261,-0.421,-0.216,-0.091,-0.115,-0.089
10/21/2020,0.291,0.47,0.199,0.09,0.214,0.024
10/22/2020,-0.009,0.077,-0.05,0.082,0.148,0.053
10/23/2020,0.776,0.796,0.748,0.384,0.393,0.361
10/24/2020,0.169,0.28,0.08,0.186,0.271,0.127
10/25/2020,0.687,0.866,0.522,0.282,0.363,0.196
10/26/2020,0.048,0.126,-0.014,0.128,0.154,0.094
10/27/2020,0.347,0.418,0.315,0.256,0.287,0.246
10/28/2020,0.15,0.196,0.135,-0.009,-0.013,0.008
10/29/2020,0.318,0.523,0.232,0.317,0.47,0.256
10/30/2020,-0.437,-0.413,-0.454,-0.115,-0.073,-0.134
10/31/2020,-0.255,-0.345,-0.235,-0.193,-0.221,-0.184
11/1/2020,0.239,0.392,0.154,0.072,0.206,0.009
11/2/2020,0.413,0.295,0.491,0.06,0.034,0.088
11/3/2020,0.015,-0.09,0.079,-0.031,-0.083,-0.011
11/4/2020,0.318,0.393,0.25,0.157,0.218,0.115
11/5/2020,-0.063,-0.126,-0.045,-0.086,-0.125,-0.075
11/6/2020,0.187,0.133,0.227,-0.004,-0.072,0.047
11/7/2020,0.505,0.744,0.373,0.196,0.275,0.156
11/8/2020,-0.289,-0.435,-0.163,-0.121,-0.199,-0.06
11/9/2020,-0.682,-0.908,-0.478,-0.345,-0.449,-0.241
11/10/2020,-0.096,-0.152,-0.046,-0.028,-0.064,-0.007
11/11/2020,0.154,0.188,0.119,0.129,0.159,0.107
11/12/2020,0.026,-0.145,0.011,0.287,0.243,0.256
11/13/2020,0.214,0.314,0.147,0.121,0.209,0.07
11/14/2020,0.154,0.274,0.072,-0.17,-0.155,-0.172
